DATE,STOCK_CODE,TEXT_COL,net_tone,TWEET,LAST_PRICE_COL,1_DAY_RETURN,2_DAY_RETURN,3_DAY_RETURN,7_DAY_RETURN,label
2017-10-31,Netflix,"['rt', 'cards', 'cancelled', 'no', 'proof', 'witch', 'hunt', 'rd', 'rate', 'actor', 'getting', 'name', 'news', 'hope', 'spacey', 'sues', 'amp', 'netf']",0.9088113850427184,"RT @bogielv: @netflix Cards cancelled. No proof, witch hunt. 3rd rate actor getting his name in the news.  Hope Spacey sues you &amp; him, Netf…",196.43,0.0098762918087868,0.0158326121264571,0.0158326121264571,-0.0020872575472178,"Social Media Backlash, Negative Press, Speculation/Rumor"
2017-03-31,Reuters,"['rt', 'biggest', 'challenge', 'national', 'security', 'council', 'isnt', 'north', 'korea', 'russia', 'trump', 'via']",0.90852472915856,"RT @SafetyPinDaily: Biggest challenge for the National Security Council isn’t North Korea or Russia. It’s Trump. |  via @Reuters
https://t.…",47.6154,0.0053197074895936,0.0046266544017272,0.0099463618913208,0.0120276213157927,"Geopolitical Tension, Speculation/Rumor, Negative Press"
2017-04-28,Reuters,"['rt', 'listen', 'exclusive', 'interview', 'trump', 'said', 'major', 'conflict', 'north', 'korea', 'possible']",0.9084364758998488,"RT @ReutersPolitics: LISTEN: In exclusive interview with @Reuters, Trump said a major conflict with North Korea was possible. More:… ",50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,"Geopolitical Tension, Speculation/Rumor, Negative Press"
2017-04-28,Reuters,"['rt', 'listen', 'exclusive', 'interview', 'trump', 'said', 'major', 'conflict', 'north', 'korea', 'possible']",0.9084364758998488,"RT @Reuters: LISTEN: In exclusive interview with @Reuters, Trump said a major conflict with North Korea was possible. More:… ",50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,"Geopolitical Tension, Speculation/Rumor, Negative Press"
2017-04-28,Reuters,"['exclusive', 'trump', 'says', 'major', 'major', 'conflict', 'north', 'korea', 'possible', 'seeks', 'diplomacy', 'via']",0.908433724243967,"Exclusive: Trump says 'major, major' conflict with North Korea possible, but seeks diplomacy https://t.co/67g2C2pKfG via @Reuters",50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,"Geopolitical Tension, Speculation/Rumor"
2017-04-28,Reuters,"['exclusive', 'trump', 'says', 'major', 'major', 'conflict', 'north', 'korea', 'possible', 'seeks', 'diplomacy', 'via']",0.908433724243967,"Exclusive: Trump says 'major, major' conflict with North Korea possible, but seeks diplomacy https://t.co/wxjdGkhyUm via @Reuters",50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,"Geopolitical Tension, Speculation/Rumor"
2017-09-29,Reuters,"['breaking', 'democrats', 'spent', 'tens', 'million', 'failed', 'trying', 'replace', 'guy', 'resigned', 'months']",0.908334162110433,"@Reuters BREAKING: Democrats spent tens of Million$ and failed trying to replace a guy who just resigned after 8 months,...",50.5342,-0.0054497746080871,0.0023983757534501,-0.0043594239148933,0.0008726763261316,"Election Result Impact, Political Risk, Speculation/Rumor"
2017-06-30,Reuters,"['rt', 'despite', 'hacking', 'charges', 'us', 'tech', 'industry', 'fought', 'keep', 'ties', 'russia', 'spy', 'service']",0.9083327219606628,"RT @Reuters: Despite hacking charges, U.S. tech industry fought to keep ties to Russia spy service https://t.co/UR1HiCNFfc https://t.co/WaB…",50.9858,0.0032401178367311,0.0112325392560282,0.0034558641817918,0.0051837962726878,"Data Breach Incident, Cybersecurity Risk, Negative Press, Geopolitical Tension, Speculation/Rumor"
2017-06-30,Reuters,"['rt', 'despite', 'hacking', 'charges', 'us', 'tech', 'industry', 'fought', 'keep', 'ties', 'russia', 'spy', 'service']",0.9083327219606628,"RT @Reuters: Despite hacking charges, U.S. tech industry fought to keep ties to Russia spy service https://t.co/JAfMIS5VdQ https://t.co/ahL…",50.9858,0.0032401178367311,0.0112325392560282,0.0034558641817918,0.0051837962726878,"Data Breach Incident, Cybersecurity Risk, Negative Press, Speculation/Rumor"
2017-06-30,Reuters,"['rt', 'despite', 'hacking', 'charges', 'us', 'tech', 'industry', 'fought', 'keep', 'ties', 'russia', 'spy', 'service', 'via']",0.9083327219606628,"RT @Reuters: Despite hacking charges, U.S. tech industry fought to keep ties to Russia spy service: https://t.co/SZzw1ZnhRi via… ",50.9858,0.0032401178367311,0.0112325392560282,0.0034558641817918,0.0051837962726878,"Data Breach Incident, Cybersecurity Risk, Negative Press, Geopolitical Tension, Speculation/Rumor"
2017-11-01,TMobile,"['ive', 'posted', 'tweets', 'amp', 'together', 'able', 'raise', 'donate', 'hurricane', 'relief', 'amazing', 'hrhr']",0.9082197958840756,"I’ve posted 2 tweets &amp; TOGETHER we have been able to raise over $1,000 for @TMobile to donate for hurricane relief! AMAZING!!! #HR4HR",59.75,0.0003347280334728,-0.0028451882845188,0.0535564853556485,0.0364853556485355,"Positive Media Coverage, Viral Marketing Campaign, Retail Investor Buzz"
2017-09-29,ASOS,"['rt', 'competition', 'reminder', 'get', 'workwearready', 'amp', 'win', 'voucher', 'rt', 'amp', 'follow', 'enter', 'good', 'luck', 'end']",0.907951849716991,"RT @MiddletonMurray: 🎉#COMPETITION REMINDER🎉

Get #WorkWearReady &amp; #WIN a £50 @ASOS voucher👗👔

#RT &amp; #FOLLOW to enter👇 Good luck!

End:… ",5955.0,0.0122586062132661,-0.0209907640638119,-0.0134340890008396,-0.0258606213266162,"Viral Marketing Campaign, Retail Investor Buzz, Speculation/Rumor"
2017-01-31,Google,"['rt', 'ceo', 'statements', 'worthwhile', 'end', 'day', 'firms', 'like', 'support', 'trumps', 'agenda', 'funding', 'gop', 'groups', 'like']",0.9069675836760842,"RT @lhfang: CEO statements are worthwhile, but at the end of the day firms like @Google support Trump's agenda by funding GOP groups like t…",820.19,0.0044379960740803,0.0302856655165265,0.0302856655165265,0.0357721991245929,"Social Media Backlash, Negative Press, Political Commentary (though not a direct market event, it *could* lead to Brand Boycott/Customer Lawsuit - but is weak), Speculation/Rumor (regarding impact of political funding)."
2017-07-31,JPMorgan,"['chase', 'bank', 'employees', 'exploited', 'disabled', 'elderly', 'person', 'life', 'savings', 'ceo', 'jamie', 'dimon', 'refuses']",0.9069464872563964,"@jpmorgan Chase Bank employees exploited disabled elderly person out of life savings.    CEO Jamie Dimon
refuses to… https://t.co/hbnPoNQVAu",91.8,-0.0056644880174291,-0.0056644880174291,-0.0056644880174291,-0.0056644880174291,"ESG Scandal, Negative Press, Litigation Risk, Leadership Change, CEO Resignation (implied pressure on CEO)"
2017-09-29,AT&T,"['trying', 'failing', 'login', 'account', 'last', 'hours', 'hit', 'data', 'plans', 'expensive', 'wait', 'second']",0.9068637499777924,"@ATT after trying and failing to login to my account for the last 5 hours, it hit me why your data plans are so expensive. Wait a second...",39.17,-0.0033188664794486,-0.0102118968598416,-0.011488383967322,-0.0148072504467704,"Social Media Backlash, Negative Press, Speculation/Rumor"
2017-12-29,CBS,"['rt', 'incredible', 'video', 'special', 'gop', 'tax', 'plan', 'result', 'every', 'middle', 'class', 'family', 'sat', 'sa']",0.9067877542196928,"RT @charliekirk11: Incredible video: @CBS does a special on the GOP tax plan 

The result?

Every middle class family they sat down with SA…",59.0,0.0044067796610169,0.0049152542372881,0.0201694915254236,0.0198305084745763,"Fiscal Stimulus, Trade Policy Change, Positive Media Coverage, Speculation/Rumor"
2017-12-29,Ford,"['rt', 'ok', 'nobody', 'gave', 'u', 'gift', 'u', 'really', 'wanted', 'gift', 'amp', 'get', 'good', 'deal', 'year', 'end', 'sales', 'event', 'going']",0.906425131928837,"RT @OurFordStore: 💲💰🎁🚗💰💲OK, so nobody gave u the gift u really wanted. Gift yourself &amp; get a good deal at @Ford Year End Sales Event going…",12.49,0.0072057646116893,0.0008006405124099,0.0088070456365091,0.0072057646116893,"Retail Investor Buzz, Viral Marketing Campaign, Speculation/Rumor"
2017-02-28,TMobile,"['appreciated', 'hard', 'work', 'bring', 'affordable', 'rate', 'plans', 'consumer', 'man', 'cs', 'teams', 'awful']",0.9038404078414068,"@TMobile @JohnLegere appreciated your hard work and bring the affordable rate plans to the consumer. But man, your CS teams are awful!",62.53,-0.0057572365264672,-0.005117543579082,-0.005117543579082,0.010714856868703,"Social Media Backlash, Negative Press"
2017-07-31,Costco,"['order', 'scheduled', 'afternoon', 'delivery', 'allowed', 'work', 'half', 'day', 'noon', 'night', 'call', 'says', 'appt', 'late', 'morning']",0.9033077117584658,"@Costco Order #2, I scheduled an afternoon delivery, allowed me to work a half day until noon, night before call says appt is late morning..",158.51,-0.0354551763295691,-0.0354551763295691,-0.0354551763295691,-0.0473787142767017,"Social Media Backlash, Negative Press"
2017-12-29,Reuters,"['actually', 'package', 'delivery', 'service', 'one', 'area', 'makes', 'money', 'usps', 'daily', 'mail']",0.903155461736768,"@Reuters Actually, the package delivery service is the one area that makes money for the USPS. It’s the daily mail… https://t.co/dA06bwNRyK",48.0119,-0.0011476321495295,-0.0029825938985959,-0.0110118533113665,-0.0038990333646449,"Supply Chain Disruption, Speculation/Rumor"
2017-09-29,Apple,"['hate', 'fact', 'every', 'update', 'slower', 'phone', 'becomes', 'try', 'make', 'buy', 'latest', 'modelstill', 'wont', 'buy', 'samsung']",0.9030996045768735,"Hate the fact with every @Apple update, the slower your phone becomes! Just to try make you buy the latest model😡😡Still won’t buy a Samsung!",154.12,-0.0054502984687256,0.0007137295613806,-0.0063586815468467,-0.0144692447443551,"Social Media Backlash, Brand Boycott, Negative Press"
2017-07-31,Reuters,"['rt', 'breaking', 'suicide', 'bomber', 'attacked', 'area', 'near', 'afghan', 'police', 'iraqi', 'embassy', 'compound', 'kabul', 'afghan', 'security', 'offici']",0.9029291730644472,"RT @Reuters: BREAKING: Suicide bomber attacked area near Afghan police, Iraqi embassy compound in Kabul - Afghan security offici… ",50.5452,0.0037055942008341,0.0037055942008341,0.0037055942008341,0.0015253673939365,"Geopolitical Tension, Negative Press, Speculation/Rumor"
2017-06-30,easyJet,"['app', 'tells', 'flight', 'delayed', 'tell', 'board', 'not', 'youll', 'sit', 'locked', 'plane', 'hrs']",0.9025503737701632,"@easyJet if the app tells you that your flight is delayed, but they tell you to board. DO NOT. You'll sit locked on the plane for 2hrs.",1359.0,-0.0088300220750551,0.0007358351729212,-0.0206033848417954,-0.0161883738042678,"Social Media Backlash, Negative Press, Supply Chain Disruption (potential - delays *could* indicate this)"
2017-02-28,Tesco,"['hi', 'ive', 'preordered', 'nintendo', 'switch', 'last', 'month', 'im', 'wondering', 'preorder', 'one', 'ones', 'thats', 'cancelled']",0.9013917601802002,"@Tesco hi, I've preordered a Nintendo switch last month and I'm wondering if my preorder is one of the ones that's been cancelled",188.4,0.0037154989384288,0.0084925690021231,0.0084925690021231,0.0156581740976644,"Supply Chain Disruption, Speculation/Rumor"
2017-05-31,Reuters,"['rt', 'german', 'foreign', 'minister', 'says', 'united', 'states', 'older', 'trump', 'relations', 'improve', 'via']",0.901298853183652,"RT @carlquintanilla: GERMAN FOREIGN MINISTER SAYS UNITED STATES OLDER THAN TRUMP, RELATIONS WILL IMPROVE AGAIN

(via @Reuters)",48.089,0.0034352970533801,0.0029778119736322,0.0029778119736322,-0.001145792177005,"Geopolitical Tension, Speculation/Rumor"
2017-01-31,Starbucks,"['rt', 'hire', 'veteran', 'hiring', 'refugees', 'not', 'veterans', 'plz', 'help', 'find', 'jobs', 'k', 'vets', 'feb', 'use']",0.8994128018379604,"RT @DocThompsonShow: Can you hire a veteran?

@Starbucks is hiring #Refugees not #Veterans! 

PLZ HELP find jobs for 10K vets in Feb! 
Use…",55.22,0.0123143788482433,0.0162984425932632,0.0162984425932632,0.0583122057225642,"Social Media Backlash, Brand Boycott, Speculation/Rumor"
2017-09-30,Facebook,"['old', 'times', 'social', 'media', 'meant', 'friends', 'today', 'ill', 'tools', 'violence', 'n', 'hate']",0.8993987451701954,"In Old times social media meant friends.

Today
@facebook @Twitter @WhatsApp

Are ill tools of Violence n Hate. https://t.co/seYgyM9fF6",170.87,0.0,-0.0125241411599462,-0.0186691636916954,-0.0019312927956927,"Social Media Backlash, Negative Press, Brand Boycott"
2017-10-31,Netflix,"['rt', 'fake', 'president', 'lose', 'job', 'sexual', 'assault', 'real', 'president', 'cant', 'kevinspacey', 'trump']",0.8993830344554479,"RT @KendonJared: So a fake president can lose his job over sexual assault, but a real president can't? #KevinSpacey @netflix #trump",196.43,0.0098762918087868,0.0158326121264571,0.0158326121264571,-0.0020872575472178,"Social Media Backlash, Negative Press, Speculation/Rumor"
2017-12-29,Reuters,"['rt', 'amzn', 'shares', 'percent', 'trump', 'calls', 'us', 'postal', 'service', 'raise', 'prices', 'shipments', 'including']",0.8993269713922866,"RT @Reuters: JUST IN: $AMZN shares down 0.7 percent after Trump calls for U.S. Postal Service to raise prices of shipments, including those…",48.0119,-0.0011476321495295,-0.0029825938985959,-0.0110118533113665,-0.0038990333646449,"Trade Policy Change, Negative Press, Stock Price Drop, Speculation/Rumor"
2017-12-29,AT&T,"['rt', 'paid', 'avg', 'tax', 'rate', 'company', 'tens', 'thousands', 'fewer', 'employees', 'tax', 'breaks', 'dont', 'l']",0.8992388133731426,"RT @SenSchumer: From ‘08-‘15, @ATT paid an avg tax rate of 8% but the company now has tens of thousands fewer employees. Tax breaks don’t l…",38.88,0.0077160493827159,0.0002572016460904,0.0046296296296296,0.001543209876543,"Trade Policy Change, Regulatory Crackdown, Fiscal Stimulus, Speculation/Rumor"
2017-04-28,Reuters,"['rt', 'exclusive', 'says', 'major', 'major', 'conflict', 'north', 'korea', 'possible', 'via', 'maga', 'trumptra']",0.8991990643591289,"RT @LouDobbs: Exclusive: @POTUS says 'major, major' conflict with North Korea possible https://t.co/7x3CzR7eye via @Reuters #MAGA #TrumpTra…",50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,"Geopolitical Tension, Speculation/Rumor, Negative Press"
2017-04-28,AT&T,"['wan', 'na', 'go', 'parents', 'wont', 'let', 'cause', 'already', 'went', 'ur', 'tour']",0.8991388348525465,"@GodHatesMiles @Fullscreen @ATT I wanna go, but my parents won't let me cause I already went to ur tour and they we… https://t.co/ofCfNx6tII",39.63,0.0070653545293967,0.0204390613171838,0.0078223568004036,0.007570022710068,"Social Media Backlash, Speculation/Rumor"
2017-06-01,Reuters,"['rt', 'trump', 'administration', 'approves', 'tougher', 'visa', 'vetting', 'including', 'social', 'media', 'checks']",0.8991297623789702,"RT @Reuters: Trump administration approves tougher visa vetting, including social media checks https://t.co/0KvtvCKRvz",48.2983,-0.0043334858576802,-0.0009130756154978,-0.0013685781901226,0.0098057281519226,"Trade Policy Change, Regulatory Crackdown, Geopolitical Tension"
2017-06-01,Reuters,"['rt', 'trump', 'administration', 'approves', 'tougher', 'visa', 'vetting', 'including', 'social', 'media', 'checks']",0.8991297623789702,"RT @Reuters: Trump administration approves tougher visa vetting, including social media checks https://t.co/zYB4YcGmzR https://t.co/qzpG8TS…",48.2983,-0.0043334858576802,-0.0009130756154978,-0.0013685781901226,0.0098057281519226,"Trade Policy Change, Regulatory Crackdown, Geopolitical Tension"
2017-02-28,Google,"['no', 'religon', 'higher', 'humanity', 'says', 'abdul', 'sattar', 'edhi', 'happybirthday', 'legend', 'thanks', 'edhi']",0.8988493994157,"""No ReLiGoN iS HiGheR THaN HuMaNiTy,"" SaYs ABDuL SaTTaR EDHi💟 #HaPPy_BirTHDaY To THe LeGenD 
THaNKs @Google 
#eDHi… https://t.co/D0554UiJws",844.93,0.0056099321837312,0.0034085663901151,0.0034085663901151,0.0051365201851041,"Retail Investor Buzz, Social Media Backlash (potentially, depending on context - the hashtag usage suggests trending topic/discussion)"
2017-02-01,TMobile,"['yes', 'thats', 'im', 'scared', 'want', 'dump', 'verizon', 'maybe', 'sprint', 'years', 'ago', 'bad']",0.8988446071215614,"@krazy_kriz3253 @eve_aaron @TMobile yes thats what im scared of too, but I want to dump Verizon, maybe Sprint? But I had them years ago, bad",63.26,-0.0156496996522288,-0.0336705659184317,-0.0132785330382547,-0.0398355991147644,"Speculation/Rumor, Retail Investor Buzz, Social Media Backlash"
2017-04-28,Reuters,"['rt', 'trump', 'wants', 'renegotiate', 'terminate', 'horrible', 'trade', 'deal', 'south', 'korea', 'wants', 'pay', 'billion', 'thaad', 'mis']",0.8987921449801203,"RT @Reuters: MORE: Trump wants to renegotiate or terminate 'horrible' trade deal with South Korea, wants it to pay for $1-billion THAAD mis…",50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,"Trade Policy Change, Speculation/Rumor, Geopolitical Tension"
2017-09-29,ASOS,"['rt', 'competition', 'time', 'get', 'workwearready', 'amp', 'win', 'voucher', 'rt', 'amp', 'follow', 'enter', 'good', 'luck']",0.8987797421086429,"RT @MiddletonMurray: 🎉It's #COMPETITION time🎉

Get #WorkWearReady &amp; #WIN a £50 @ASOS voucher👗👔

#RT &amp; #FOLLOW to enter👇 Good luck! https://…",5955.0,0.0122586062132661,-0.0209907640638119,-0.0134340890008396,-0.0258606213266162,"Viral Marketing Campaign, Retail Investor Buzz, Speculation/Rumor"
2017-02-28,GSK,"['rt', 'intrepid', 'gsk', 'employees', 'take', 'mount', 'kenya', 'save', 'children', 'week', 'good', 'luck', 'well', 'cheering', 'yo']",0.8985634415009681,"RT @GSK: 40 intrepid GSK employees will take on Mount Kenya for Save the Children this week. Good Luck, we’ll be cheering yo… ",1648.0,-0.0021237864077669,-0.0051577669902912,-0.0051577669902912,-0.0015169902912621,"Positive Media Coverage, Viral Marketing Campaign, Retail Investor Buzz (potentially, due to social media aspect)"
2017-09-29,Google,"['dont', 'evil', 'turns', 'helps', 'nazis', 'spread', 'msg', 'hate', 'actively', 'hurt', 'poor', 'blacks']",0.8985023718287587,"Don't be evil?? Turns out that @Google, which helps Nazis spread their msg of hate, will actively hurt poor Blacks. https://t.co/Uk2YuYv1Qy",973.72,-0.0091504744690466,-0.0141929918251653,-0.037269440907037,-0.0312820934149447,"Social Media Backlash, Negative Press, ESG Scandal, Brand Boycott"
2017-01-31,ASOS,"['rt', 'competition', 'time', 'simply', 'rt', 'like', 'amp', 'share', 'win', 'gift', 'card', 'competition', 'ends', 'weds', 'midnight']",0.8982887566488275,"RT @StudentBunker: #Competition time! 💖 Simply #RT, #Like &amp; #Share to #WIN a £20 @ASOS gift card! #Competition ends Weds @ MIDNIGHT 💖",5266.0,-0.0125332320546904,0.0083554880364603,0.0083554880364603,-0.0206988226357766,"Viral Marketing Campaign, Retail Investor Buzz, Speculation/Rumor"
2017-04-28,Comcast,"['know', 'follow', 'bottom', 'line', 'not', 'whats', 'best', 'public', 'wouldnt', 'expect', 'otherwise', 'tha']",0.8980959386823913,"@comcast We know you will follow the bottom line, not what's best for the public. Wouldn't expect otherwise but tha… https://t.co/J4RoJljb8R",39.19,0.0102066853789233,-0.0102066853789231,-0.0178616994131154,-0.0262822148507272,"Social Media Backlash, Negative Press"
2017-11-01,TMobile,"['rt', 'help', 'desperate', 'need', 'hurricane', 'relief', 'every', 'tweet', 'w', 'hrhr', 'via', 'lets', 'spread', 'hope']",0.8971636318465969,"RT @chy_leigh: To help those in desperate need of hurricane relief, every tweet w/ #HR4HR = $2 via @TMobile Let’s spread hope and… ",59.75,0.0003347280334728,-0.0028451882845188,0.0535564853556485,0.0364853556485355,None.
2017-04-01,Nike,"['rt', 'called', 'express', 'extreme', 'dismay', 'financial', 'support', 'ryan', 'tried', 'kill', 'americans', 'taking']",0.8970305795391759,"RT @PamKeith2016: I called @Nike to express my extreme dismay at their financial support of Ryan, who tried to kill Americans by taking the…",55.73,0.0,0.0055625336443567,0.0170464740714158,0.0113045038578862,"Social Media Backlash, Brand Boycott, Negative Press"
2017-03-31,Walmart,"['ur', 'survey', 'offered', 'reward', 'offered', 'items', 'dont', 'want', 'not', 'treat', 'loyal', 'customers', 'scam', 'angry']",0.8969596005279754,"@Walmart UR survey offered a $50 reward, but then all it offered was items I don't want.  Not how to treat loyal customers. #scam #angry",72.08,-0.0067980022197557,-0.0185904550499445,-0.0244173140954495,-0.0342674805771365,"Social Media Backlash, Negative Press, Brand Boycott"
2017-11-30,Netflix,"['rt', 'ok', 'im', 'gon', 'na', 'need', 'focus', 'energy', 'resources', 'infinitywar', 'im', 'talking']",0.8968028246380352,"RT @VictorNimako: Ok @Marvel , I’m gonna need you to focus all your energy and resources into #InfinityWar I’m talking all @netflix s… ",187.58,0.0030387034865123,0.0618402814799018,0.0398230088495575,0.046593453459857,"Retail Investor Buzz, Speculation/Rumor, Social Media Backlash"
2017-12-29,Comcast,"['thanks', 'putting', 'noise', 'filter', 'cable', 'line', 'try', 'swindle', 'us', 'money', 'youre', 'bunch', 'fucking', 'scumbags']",0.8966100873830282,"Thanks @comcast for putting a noise filter on our cable line to try and swindle us out of our money, you’re a bunch of fucking scumbags",40.05,0.0059925093632959,0.0089887640449438,0.0192259675405743,0.018227215980025,"Social Media Backlash, Negative Press, Brand Boycott"
2017-01-31,Reuters,"['rt', 'trump', 'meets', 'top', 'drugmakers', 'calls', 'pharmaceutical', 'industry', 'boost', 'us', 'production', 'lower', 'prices']",0.8965616272709851,"RT @Reuters: Trump meets with top drugmakers, calls on pharmaceutical industry to boost U.S. production, lower prices… ",49.3887,-0.0026767256477695,0.0031221716708478,0.0031221716708478,0.0044605344947324,"Trade Policy Change, Regulatory Crackdown, Positive Media Coverage, Speculation/Rumor"
2017-07-31,Reuters,"['rt', 'north', 'koreas', 'missile', 'test', 'shows', 'hit', 'united', 'states', 'us', 'officials', 'tell']",0.8963027450770716,"RT @Reuters: North Korea's missile test shows it can hit most of United States, U.S. officials tell @Reuters:… ",50.5452,0.0037055942008341,0.0037055942008341,0.0037055942008341,0.0015253673939365,"Geopolitical Tension, Speculation/Rumor"
2017-09-29,Facebook,"['rt', 'congratulate', 'team', 'launching', 'blood', 'donation', 'app', 'blood', 'donation', 'save', 'someones', 'life']",0.8962390019120543,"RT @JPNadda: I congratulate @facebook team for launching blood donation app. Blood donation can save someone's life. 
https://t.co/ovfdR8j9…",170.87,-0.0125241411599462,-0.0186691636916954,-0.038977000058524,-0.0019312927956927,"New Product Launch, Positive Media Coverage"
2017-05-31,Reuters,"['rt', 'update', 'least', 'killed', 'wounded', 'kabul', 'blast', 'afghan', 'public', 'health', 'ministry']",0.8961621084468513,"RT @Reuters: UPDATE: At least 80 killed, more than 350 wounded in #Kabul blast - Afghan public health ministry https://t.co/n34ixtA01F",48.089,0.0034352970533801,0.0029778119736322,0.0029778119736322,-0.001145792177005,"Geopolitical Tension, Negative Press"
2017-04-28,Reuters,"['work', 'previous', 'life', 'thought', 'would', 'easier', 'says', 'president', 'trump', 'reflecting', 'st', 'days', 'via']",0.8958393391243571,"“This is more work than my previous life.  I thought it would be easier,"" says President Trump reflecting on his 1st 100 days.  via @Reuters",50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,"Election Result Impact, Speculation/Rumor, Leadership Change"
