Unnamed: 0,TWEET,STOCK,DATE,LAST_PRICE,1_DAY_RETURN,2_DAY_RETURN,3_DAY_RETURN,7_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY,MENTION,STOCK_CODE,cleaned_text
13520,"@ASOS Done, thanks",ASOS,2017-08-31,5667.0,0.0112934533262749,0.0421739897653079,0.0525851420504676,0.0441150520557614,637581.0,24.47,20.901,1,0.2,@ASOS,ASOS,"['done', 'thanks']"
14675,"RT @MiddletonMurray: 🎉#COMPETITION REMINDER🎉

Get #WorkWearReady &amp; #WIN a £50 @ASOS voucher👗👔

#RT &amp; #FOLLOW to enter👇 Good luck!

End:… ",ASOS,2017-09-29,5955.0,0.0122586062132661,-0.0209907640638119,-0.0134340890008396,-0.0258606213266162,415351.0,23.781,22.762,1,0.7,@ASOS,ASOS,"['rt', 'competition', 'reminder', 'get', 'workwearready', 'amp', 'win', 'voucher', 'rt', 'amp', 'follow', 'enter', 'good', 'luck', 'end']"
14824,"So when I’ve paid @ASOS for next day delivery and they say it’s been delayed one working day, that means it’s coming Monday right? 🙃🙃🙃🙃🙃",ASOS,2017-09-29,5955.0,0.0122586062132661,-0.0209907640638119,-0.0134340890008396,-0.0258606213266162,415351.0,23.781,22.762,1,0.1428571428571428,@ASOS,ASOS,"['ive', 'paid', 'next', 'day', 'delivery', 'say', 'delayed', 'one', 'working', 'day', 'means', 'coming', 'monday', 'right']"
14911,"RT @MiddletonMurray: 🎉It's #COMPETITION time🎉

Get #WorkWearReady &amp; #WIN a £50 @ASOS voucher👗👔

#RT &amp; #FOLLOW to enter👇 Good luck! https://…",ASOS,2017-09-29,5955.0,0.0122586062132661,-0.0209907640638119,-0.0134340890008396,-0.0258606213266162,415351.0,23.781,22.762,1,0.875,@ASOS,ASOS,"['rt', 'competition', 'time', 'get', 'workwearready', 'amp', 'win', 'voucher', 'rt', 'amp', 'follow', 'enter', 'good', 'luck']"
15207,"@MiddletonMurray @ASOS 🎉#COMPETITION REMINDER🎉

Get #WorkWearReady &amp; #WIN a £50 @ASOS voucher👗👔

#RT &amp; #FOLLOW to e… https://t.co/eGYdrDo36U",ASOS,2017-09-29,5955.0,0.0122586062132661,-0.0209907640638119,-0.0134340890008396,-0.0258606213266162,415351.0,23.781,22.762,-1,0.0,@ASOS,ASOS,"['competition', 'reminder', 'get', 'workwearready', 'amp', 'win', 'voucher', 'rt', 'amp', 'follow', 'e']"
15223,"What does this mean? @DPD_UK @ASOS ordered for next day, today, and it's pretty life or death tbh. https://t.co/onFYme3pOU",ASOS,2017-09-29,5955.0,0.0122586062132661,-0.0209907640638119,-0.0134340890008396,-0.0258606213266162,415351.0,23.781,22.762,-1,-0.3125,@ASOS,ASOS,"['mean', 'ordered', 'next', 'day', 'today', 'pretty', 'life', 'death', 'tbh']"
18539,"RT @PlayboyyMarti: @ASOS @meghanmarkle She needs a dress to a wedding, not greggs. stay in your lane asos",ASOS,2017-11-30,6060.0,0.0099009900990099,-0.0014851485148514,-0.0283828382838283,-0.0334983498349834,363548.0,17.582,23.901,1,0.0,@ASOS,ASOS,"['rt', 'needs', 'dress', 'wedding', 'not', 'greggs', 'stay', 'lane', 'asos']"
19353,"RT @drnickUSA: Sounds like an #ACL to me!
@AOSSM_SportsMed @ASOS @ACLrecoveryCLUB @mykneeguide @kneepainoptions @TheAMSSM https://t.co/jMZf…",ASOS,2017-11-30,6060.0,0.0099009900990099,-0.0014851485148514,-0.0283828382838283,-0.0334983498349834,363548.0,17.582,23.901,1,0.0,@ASOS,ASOS,"['rt', 'sounds', 'like', 'acl']"
21864,"RT @SneakerShouts: GO! Restock via @ASOS 
Air Jordan 11 Retro ""Win Like '96' with FREE shipping 

BUY HERE: https://t.co/amTP8JzbjJ https:/…",ASOS,2017-12-30,6715.0,0.0,-0.0221891288160834,-0.0201042442293373,-0.0059568131049888,119275.0,24.753,18.705,-1,0.0,@ASOS,ASOS,"['rt', 'go', 'restock', 'via', 'air', 'jordan', 'retro', 'win', 'like', 'free', 'shipping', 'buy']"
562,"RT @TSwiftNZ: Just one week until Taylor will hit the stage for her #SuperSaturdayNight show in Houston, TX hosted by @ATT! https://t.co/gd…",AT&T,2017-01-31,42.16,-0.0080645161290321,-0.0035578747628083,-0.0035578747628083,-0.0189753320683111,25405353.0,14.379,15.465,-1,0.0,@ATT,AT&T,"['rt', 'one', 'week', 'taylor', 'hit', 'stage', 'supersaturdaynight', 'show', 'houston', 'tx', 'hosted']"
612,"@JohnLegere @verizon @ATT @DigitalTrends Hey all you Verizon &amp; ATT customers, T-Mobile the best, through our experience .",AT&T,2017-01-31,42.16,-0.0080645161290321,-0.0035578747628083,-0.0035578747628083,-0.0189753320683111,25405353.0,14.379,15.465,1,1.0,@ATT,AT&T,"['hey', 'verizon', 'amp', 'att', 'customers', 'tmobile', 'best', 'experience']"
787,"RT @samcart: Houston, we have a problem. My friends @chuchuchels @holliday_ink @amanda90nicole have not been invited yet. @ATT @taylornatio…",AT&T,2017-01-31,42.16,-0.0080645161290321,-0.0035578747628083,-0.0035578747628083,-0.0189753320683111,25405353.0,14.379,15.465,1,0.0,@ATT,AT&T,"['rt', 'houston', 'problem', 'friends', 'not', 'invited', 'yet']"
910,"@nethead @ATT @sprint Sorry to read that Net. Can't even tell you to pull the plug. Grumble, grumble... (:",AT&T,2017-01-31,42.16,-0.0080645161290321,-0.0035578747628083,-0.0035578747628083,-0.0189753320683111,25405353.0,14.379,15.465,1,-0.25,@ATT,AT&T,"['sorry', 'read', 'net', 'cant', 'even', 'tell', 'pull', 'plug', 'grumble', 'grumble']"
1151,"@NishaN611 @taylornation13 @ATT it's real! A few people are getting contacted today, so jealous :(",AT&T,2017-01-31,42.16,-0.0080645161290321,-0.0035578747628083,-0.0035578747628083,-0.0189753320683111,25405353.0,14.379,15.465,1,0.25,@ATT,AT&T,"['real', 'people', 'getting', 'contacted', 'today', 'jealous']"
1232,"Hey @ATT, look around. Las Vegas is a strong union town! @Culinary226 @CWAUnion @NVAFLCIO #1u #Vegas https://t.co/UnLaEbH0V2",AT&T,2017-01-31,42.16,-0.0080645161290321,-0.0035578747628083,-0.0035578747628083,-0.0189753320683111,25405353.0,14.379,15.465,1,0.0,@ATT,AT&T,"['hey', 'look', 'around', 'las', 'vegas', 'strong', 'union', 'town', 'u', 'vegas']"
1582,"RT @TVD_Season_7: As #TVD prepares to say goodbye, @mkmalarkey talks about drenching @ninadobrev sponsored by @ATT! #TVDForever https://t.c…",AT&T,2017-01-31,42.16,-0.0080645161290321,-0.0035578747628083,-0.0035578747628083,-0.0189753320683111,25405353.0,14.379,15.465,1,0.0,@ATT,AT&T,"['rt', 'tvd', 'prepares', 'say', 'goodbye', 'talks', 'drenching', 'sponsored', 'tvdforever']"
1705,"@djregular @BraidXIV @ATT Yep, I believe that. The first time I called one guy told me it was impossible to put in a landline...",AT&T,2017-01-31,42.16,-0.0080645161290321,-0.0035578747628083,-0.0035578747628083,-0.0189753320683111,25405353.0,14.379,15.465,1,0.0,@ATT,AT&T,"['yep', 'believe', 'first', 'time', 'called', 'one', 'guy', 'told', 'impossible', 'put', 'landline']"
1767,"@Dustinpenner25 @ATT @ATTCares if you have an iPhone just turn on wifi calling, it will use it at home and all issues gone.",AT&T,2017-02-01,42.06,0.0023775558725628,-0.0057061340941512,-0.0011887779362816,-0.0159296243461721,32082528.0,14.7,15.146,-1,0.0,@ATT,AT&T,"['iphone', 'turn', 'wifi', 'calling', 'use', 'home', 'issues', 'gone']"
2648,"RT @KADGLOBAL: @ATT signs deals to develop #smartcity capabilities in #Ireland and beyond. #MWC17, @ATTBusiness, #IoT… ",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,1,0.0,@ATT,AT&T,"['rt', 'signs', 'deals', 'develop', 'smartcity', 'capabilities', 'ireland', 'beyond', 'mwc', 'iot']"
2877,"Hey @ATT &amp; @Teleperformance, stop squashing labor &amp; human rights! I stand w/ workers fighting for a union https://t.co/8HQdEKZsME",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,-1,0.0,@ATT,AT&T,"['hey', 'amp', 'stop', 'squashing', 'labor', 'amp', 'human', 'rights', 'stand', 'w', 'workers', 'fighting', 'union']"
2888,"Hey @ATT &amp; @Teleperformance, stop squashing labor &amp; human rights! I stand w/ workers fighting for a union https://t.co/oaB2q3xaTG",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,-1,0.0,@ATT,AT&T,"['hey', 'amp', 'stop', 'squashing', 'labor', 'amp', 'human', 'rights', 'stand', 'w', 'workers', 'fighting', 'union']"
2923,"RT @CWAUnion: Hey @ATT &amp; @Teleperformance, stop squashing labor &amp; human rights! I stand w/ workers fighting for a union… ",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,-1,0.0,@ATT,AT&T,"['rt', 'hey', 'amp', 'stop', 'squashing', 'labor', 'amp', 'human', 'rights', 'stand', 'w', 'workers', 'fighting', 'union']"
3013,"RT @subzerov690: @ATT @ATTCares 
This employee works for you. This employee is advocating the murder of ALL Muslims. Do something. R… ",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,1,0.0,@ATT,AT&T,"['rt', 'employee', 'works', 'employee', 'advocating', 'murder', 'muslims', 'something', 'r']"
3159,"RT @ATT: We're back for day two of #MWC17! For more news, follow along on @ATTBusiness + @ATTShape. https://t.co/MMMzAYJFsp",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,-1,0.0,@ATT,AT&T,"['rt', 'back', 'day', 'two', 'mwc', 'news', 'follow', 'along']"
3282,"RT @TVD_Season_7: Reminiscing about bts moments from set with @julieplec! Watch a special clip, presented by @ATT. #TVDForever https://t.co…",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,1,0.0,@ATT,AT&T,"['rt', 'reminiscing', 'bts', 'moments', 'set', 'watch', 'special', 'clip', 'presented', 'tvdforever']"
3322,"RT @subzerov690: @ATT @ATTCares  @realDonaldTrump 
SAD! Failing Pres and govt allows this to go on... https://t.co/K2faVgy5Vl",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,1,-0.625,@ATT,AT&T,"['rt', 'sad', 'failing', 'pres', 'govt', 'allows', 'go']"
3668,"@ATT Please for the love of GOD, get rid of the fake typing noises that the robot agent is ""making"" while y'all route me to the wrong person",AT&T,2017-02-28,41.79,0.0007178750897344,0.0136396267049533,0.0136396267049533,-0.0014357501794688,19338619.0,11.868,14.041,1,-0.1666666666666666,@ATT,AT&T,"['please', 'love', 'god', 'get', 'rid', 'fake', 'typing', 'noises', 'robot', 'agent', 'making', 'yall', 'route', 'wrong', 'person']"
3868,"Watch some of your favorite #Oscars Music Moments, presented by @ATT: https://t.co/VDKrK6G36c https://t.co/g1N8TgSHb3",AT&T,2017-03-01,42.04,-0.0059467174119885,-0.0052331113225499,0.0076117982873453,-0.0107040913415793,23900989.0,11.451,13.896,1,0.5,@ATT,AT&T,"['watch', 'favorite', 'oscars', 'music', 'moments', 'presented']"
4129,"@TMobile got thank and appreciate your customer service, @ATT @VerizonSupport @sprint should step up and learn.",AT&T,2017-03-01,42.04,-0.0059467174119885,-0.0052331113225499,0.0076117982873453,-0.0107040913415793,23900989.0,11.451,13.896,1,0.0,@ATT,AT&T,"['got', 'thank', 'appreciate', 'customer', 'service', 'step', 'learn']"
4464,"@Minuteman04 @ATT @Verizon OilyBoys Banksters Drugsters Koch klan can fertilze GangOProstitutes Today, but the Sten… https://t.co/C69QVcDxoE",AT&T,2017-03-31,41.55,0.0050541516245487,-0.0024067388688325,0.0002406738868833,0.0031287605294826,17533497.0,8.734,9.907,1,0.0,@ATT,AT&T,"['oilyboys', 'banksters', 'drugsters', 'koch', 'klan', 'fertilze', 'gangoprostitutes', 'today', 'sten']"
4495,"Taste favorite dishes from @cambridgetable, @DorettaBoston &amp; @julietunionsq 04/15 at Eat &amp; Run w/ @ATT Boston! https://t.co/Ox6cPYPvsU",AT&T,2017-03-31,41.55,0.0050541516245487,-0.0024067388688325,0.0002406738868833,0.0031287605294826,17533497.0,8.734,9.907,1,0.625,@ATT,AT&T,"['taste', 'favorite', 'dishes', 'amp', 'eat', 'amp', 'run', 'w', 'boston']"
4817,"RT @UgSoHeCallsMeUp: You guys did this on purpose 😏😏
@ATT https://t.co/YprimE3huJ",AT&T,2017-03-31,41.55,0.0050541516245487,-0.0024067388688325,0.0002406738868833,0.0031287605294826,17533497.0,8.734,9.907,1,0.0,@ATT,AT&T,"['rt', 'guys', 'purpose']"
6142,"@GodHatesMiles @Fullscreen @ATT I wanna go, but my parents won't let me cause I already went to ur tour and they we… https://t.co/ofCfNx6tII",AT&T,2017-04-28,39.63,0.0070653545293967,0.0204390613171838,0.0078223568004036,0.007570022710068,24994983.0,12.489,10.848,-1,0.0,@ATT,AT&T,"['wan', 'na', 'go', 'parents', 'wont', 'let', 'cause', 'already', 'went', 'ur', 'tour']"
6451,"What's a pre order.. already got it through @ATT come on sprint, you gotta do better https://t.co/NuX0n78EkX",AT&T,2017-04-28,39.63,0.0070653545293967,0.0204390613171838,0.0078223568004036,0.007570022710068,24994983.0,12.489,10.848,-1,0.5,@ATT,AT&T,"['whats', 'pre', 'order', 'already', 'got', 'come', 'sprint', 'got', 'ta', 'better']"
6724,"@ATT hey, do yall have any more tickets for the iheart country music awards in Austin next weekend???😊😊",AT&T,2017-04-28,39.63,0.0070653545293967,0.0204390613171838,0.0078223568004036,0.007570022710068,24994983.0,12.489,10.848,1,0.25,@ATT,AT&T,"['hey', 'yall', 'tickets', 'iheart', 'country', 'music', 'awards', 'austin', 'next', 'weekend']"
6847,"best commercial rn is @ATT @mark_wahlberg ""you got that right kid show thing"" 😂😂",AT&T,2017-04-28,39.63,0.0070653545293967,0.0204390613171838,0.0078223568004036,0.007570022710068,24994983.0,12.489,10.848,1,0.4285714285714285,@ATT,AT&T,"['best', 'commercial', 'rn', 'got', 'right', 'kid', 'show', 'thing']"
7428,"@ATT And everyone gets unlimited home internet, except me #TheException",AT&T,2017-04-29,39.63,0.0,0.0070653545293967,0.0204390613171838,0.007570022710068,24994983.0,12.489,10.848,-1,0.0,@ATT,AT&T,"['everyone', 'gets', 'unlimited', 'home', 'internet', 'except', 'theexception']"
7471,"RT @taylorswift13: Thanks @ATT, this is gonna be fun https://t.co/dS0qPTIutF",AT&T,2017-04-29,39.63,0.0,0.0070653545293967,0.0204390613171838,0.007570022710068,24994983.0,12.489,10.848,1,0.25,@ATT,AT&T,"['rt', 'thanks', 'gon', 'na', 'fun']"
7748,"RT @BleacherReport: Trust the Process 🙏
 
Game of Zones x Embiid (➡️ @ATT) https://t.co/fYdBWmm478",AT&T,2017-05-31,38.53,0.0005190760446404,-0.0106410589151311,-0.0106410589151311,-0.0098624448481703,24040423.0,9.834,14.12,1,-0.4,@ATT,AT&T,"['rt', 'trust', 'process', 'game', 'zones', 'x', 'embiid']"
8773,".@Cityofatlanta, @ATT Launch Competition to Solve Infrastructure Challenges https://t.co/plxbdEkIFq #sewer #water",AT&T,2017-05-31,38.53,0.0005190760446404,-0.0106410589151311,-0.0106410589151311,-0.0098624448481703,24040423.0,9.834,14.12,1,0.0,@ATT,AT&T,"['launch', 'competition', 'solve', 'infrastructure', 'challenges', 'sewer', 'water']"
8914,"RT @ATT: @blushedhalsey Turn that frown upside down, Jenna, we've got your 🎫 to the hottest show of the summer. ☀️ DM us for details! #Summ…",AT&T,2017-05-31,38.53,0.0005190760446404,-0.0106410589151311,-0.0106410589151311,-0.0098624448481703,24040423.0,9.834,14.12,1,-0.1555555555555556,@ATT,AT&T,"['rt', 'turn', 'frown', 'upside', 'jenna', 'weve', 'got', 'hottest', 'show', 'summer', 'dm', 'us', 'details', 'summ']"
8918,"RT @JoelHamlet: Which phone service has the best covfefe, @ATT or @verizon? Asking for a friend.",AT&T,2017-05-31,38.53,0.0005190760446404,-0.0106410589151311,-0.0106410589151311,-0.0098624448481703,24040423.0,9.834,14.12,-1,1.0,@ATT,AT&T,"['rt', 'phone', 'service', 'best', 'covfefe', 'asking', 'friend']"
9566,"@ATT @ATTCares What is this? The stone age? ...Not acceptable. I haven't been able to get consistent speed really,… https://t.co/wSOd7PWlY5",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,1,0.0,@ATT,AT&T,"['stone', 'age', 'not', 'acceptable', 'havent', 'able', 'get', 'consistent', 'speed', 'really']"
9613,"RT @ATT: Get your ""Awwwwww"" on with unlimited 🐱 videos from AT&amp;T. Learn more: https://t.co/ox2uE3aBar https://t.co/6q40Dkbmqs",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,-1,0.0,@ATT,AT&T,"['rt', 'get', 'awwwwww', 'unlimited', 'videos', 'atampt', 'learn']"
9777,"RT @KazeSkyz: @ATT @ATT -the company u're trying to acquire thinks the American voter is ""stupid as sh*t"", @KellyannePolls ""looks… ",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,1,-0.4,@ATT,AT&T,"['rt', 'company', 'ure', 'trying', 'acquire', 'thinks', 'american', 'voter', 'stupid', 'sht', 'looks']"
9988,"RT @MajorFluff: BBBAAAAADDDDDD MEDIA -- So, @ATT is looking to purchase (TimeWarner) @CNN. This propaganda org oughta be cleaning u… ",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,1,0.0,@ATT,AT&T,"['rt', 'bbbaaaaadddddd', 'media', 'looking', 'purchase', 'timewarner', 'propaganda', 'org', 'oughta', 'cleaning', 'u']"
10442,"I was told by @SamsungSupport that all @belkin products void all warranties so, be smart out there. Don't listen to your @ATT sales rep.",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,1,0.2142857142857142,@ATT,AT&T,"['told', 'products', 'void', 'warranties', 'smart', 'dont', 'listen', 'sales', 'rep']"
10450,"RT @kimmie_rs: @RichardTBurnett If @ATT allows the @CNN #FakeNews after merger, I'll be changing my phone, internet and cable serv… ",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,1,0.0,@ATT,AT&T,"['rt', 'allows', 'fakenews', 'merger', 'ill', 'changing', 'phone', 'internet', 'cable', 'serv']"
10524,"RT @bouska: For every RETWEET this gets @ATT will donate $1 to @GLAAD! 

RT &amp; help me reach 50k retweets to hit the $50k max do… ",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,1,0.0,@ATT,AT&T,"['rt', 'every', 'retweet', 'gets', 'donate', 'rt', 'amp', 'help', 'reach', 'k', 'retweets', 'hit', 'k', 'max']"
10653,"RT @BourseetTrading: 🔴.@Cisco and @ATT double down on the #IoT
#IIoT #bigdata #AI #digital #tech #defstar5 #makeyourownlane #Mpgvip… ",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,1,0.0,@ATT,AT&T,"['rt', 'double', 'iot', 'iiot', 'bigdata', 'ai', 'digital', 'tech', 'defstar', 'makeyourownlane', 'mpgvip']"
10774,"RT @ATT: Get your ""Awwwwww"" on with unlimited 🐱 videos from AT&amp;T. Learn more: https://t.co/ox2uE3aBar https://t.co/Il8w0122GR",AT&T,2017-06-30,37.73,-0.0029154518950437,0.0055658627087198,-0.0007951232441026,0.0058309037900876,22540739.0,11.666,9.813,-1,0.0,@ATT,AT&T,"['rt', 'get', 'awwwwww', 'unlimited', 'videos', 'atampt', 'learn']"
10922,"Dear @UPS, when there is an open entryway to leave packages, why would you leave them in the rain? @ATT tech ruined… https://t.co/6lzCz8Jabn",AT&T,2017-07-01,37.73,0.0,-0.0029154518950437,0.0055658627087198,0.0058309037900876,22540739.0,11.666,9.813,1,0.0,@ATT,AT&T,"['dear', 'open', 'entryway', 'leave', 'packages', 'would', 'leave', 'rain', 'tech', 'ruined']"
11343,"So trying to watch #GameOfThrones &amp; know have work tomorrow but @ATT service goes down. So restart, turn off/on wif… https://t.co/aqaxHK7kia",AT&T,2017-07-31,39.0,0.0,0.0,0.0,-0.0710256410256411,28481301.0,32.404,23.091,-1,-0.1555555555555556,@ATT,AT&T,"['trying', 'watch', 'gameofthrones', 'amp', 'know', 'work', 'tomorrow', 'service', 'goes', 'restart', 'turn', 'offon', 'wif']"
11769,"@ATT seemingly large cell outage across central florida. ATT &gt; ""crickets"". Why not inform customers? timeline? #epic #fail #att",AT&T,2017-07-31,39.0,0.0,0.0,0.0,-0.0710256410256411,28481301.0,32.404,23.091,1,0.1071428571428571,@ATT,AT&T,"['seemingly', 'large', 'cell', 'outage', 'across', 'central', 'florida', 'att', 'gt', 'crickets', 'not', 'inform', 'customers', 'timeline', 'epic', 'fail', 'att']"
11821,"@ATT You guys are a joke! Straight robbing people, haven't had cell service for 3 days going on 4, and you reject the errors on my bill!",AT&T,2017-07-31,39.0,0.0,0.0,0.0,-0.0710256410256411,28481301.0,32.404,23.091,1,0.0,@ATT,AT&T,"['guys', 'joke', 'straight', 'robbing', 'people', 'havent', 'cell', 'service', 'days', 'going', 'reject', 'errors', 'bill']"
11849,"RT @SJEarthquakes: We had a feeling we'd be seeing this in the nominees. 😎

VOTE for @nick__lima for @ATT Goal of the Week! ✅… ",AT&T,2017-07-31,39.0,0.0,0.0,0.0,-0.0710256410256411,28481301.0,32.404,23.091,1,0.0,@ATT,AT&T,"['rt', 'feeling', 'wed', 'seeing', 'nominees', 'vote', 'goal', 'week']"
12223,"The @ATT #AspireAccelerator in #NYC 🚀 mock board mtgs, investor pitches, meets w mentors, interacting w educators!… https://t.co/3r1zLSDFTd",AT&T,2017-07-31,39.0,0.0,0.0,0.0,-0.0710256410256411,28481301.0,32.404,23.091,1,0.0,@ATT,AT&T,"['aspireaccelerator', 'nyc', 'mock', 'board', 'mtgs', 'investor', 'pitches', 'meets', 'w', 'mentors', 'interacting', 'w', 'educators']"
12276,"Another day, another reset of my @ATT router.",AT&T,2017-07-31,39.0,0.0,0.0,0.0,-0.0710256410256411,28481301.0,32.404,23.091,1,0.0,@ATT,AT&T,"['another', 'day', 'another', 'reset', 'router']"
